name,region,id,day,hr,min,discount_ratio,openhoursdisplay,cuisine,isopen_correct,memberrestaurant,database_index
"Pampas",1,1,1,15,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,19
"Pampas",1,1,1,15,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,20
"Pampas",1,1,1,16,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,21
"Pampas",1,1,1,16,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,22
"Pampas",1,1,1,17,0,.4890203,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,23
"Pampas",1,1,1,17,30,.5047297,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,24
"Pampas",1,1,1,18,0,.2918919,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,25
"Pampas",1,1,1,18,30,.2974662,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,26
"Pampas",1,1,1,19,0,.1814189,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,27
"Pampas",1,1,1,19,30,.1809122,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,28
"Pampas",1,1,1,20,0,.2224662,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,29
"Pampas",1,1,1,20,30,.2179054,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,30
"Pampas",1,1,1,21,0,.4226351,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,31
"Pampas",1,1,1,21,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,32
"Pampas",1,1,1,22,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,33
"Pampas",1,1,1,22,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,34
"Pampas",1,1,1,23,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,35
"Pampas",1,1,1,23,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,36
"Pampas",1,1,2,6,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,37
"Pampas",1,1,2,6,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,38
"Pampas",1,1,2,7,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,39
"Pampas",1,1,2,7,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,40
"Pampas",1,1,2,8,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,41
"Pampas",1,1,2,8,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,42
"Pampas",1,1,2,9,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,43
"Pampas",1,1,2,9,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,44
"Pampas",1,1,2,10,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,45
"Pampas",1,1,2,10,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,46
"Pampas",1,1,2,11,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,47
"Pampas",1,1,2,11,30,.5376689,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,48
"Pampas",1,1,2,12,0,.5422297,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,49
"Pampas",1,1,2,12,30,.529054,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,50
"Pampas",1,1,2,13,0,.5386825,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,51
"Pampas",1,1,2,13,30,.5295608,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,52
"Pampas",1,1,2,14,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,53
"Pampas",1,1,2,14,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,54
"Pampas",1,1,2,15,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,55
"Pampas",1,1,2,15,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,56
"Pampas",1,1,2,16,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,57
"Pampas",1,1,2,16,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,58
"Pampas",1,1,2,17,0,.2898649,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,59
"Pampas",1,1,2,17,30,.297973,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,60
"Pampas",1,1,2,18,0,.1307432,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,61
"Pampas",1,1,2,18,30,.1302365,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,62
"Pampas",1,1,2,19,0,.0420608,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,63
"Pampas",1,1,2,19,30,.0405406,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,64
"Pampas",1,1,2,20,0,.0851351,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,65
"Pampas",1,1,2,20,30,.0886825,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,66
"Pampas",1,1,2,21,0,.2589527,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,67
"Pampas",1,1,2,21,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,68
"Pampas",1,1,2,22,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,69
"Pampas",1,1,2,22,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,70
"Pampas",1,1,2,23,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,71
"Pampas",1,1,2,23,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,72
"Pampas",1,1,3,6,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,73
"Pampas",1,1,3,6,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,74
"Pampas",1,1,3,7,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,75
"Pampas",1,1,3,7,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,76
"Pampas",1,1,3,8,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,77
"Pampas",1,1,3,8,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,78
"Pampas",1,1,3,9,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,79
"Pampas",1,1,3,9,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,80
"Pampas",1,1,3,10,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,81
"Pampas",1,1,3,10,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,82
"Pampas",1,1,3,11,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,83
"Pampas",1,1,3,11,30,.560473,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,84
"Pampas",1,1,3,12,0,.541723,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,85
"Pampas",1,1,3,12,30,.5285473,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,86
"Pampas",1,1,3,13,0,.502196,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,87
"Pampas",1,1,3,13,30,.5037162,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,88
"Pampas",1,1,3,14,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,89
"Pampas",1,1,3,14,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,90
"Pampas",1,1,3,15,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,91
"Pampas",1,1,3,15,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,92
"Pampas",1,1,3,16,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,93
"Pampas",1,1,3,16,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,94
"Pampas",1,1,3,17,0,.302027,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,95
"Pampas",1,1,3,17,30,.3096284,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,96
"Pampas",1,1,3,18,0,.0572635,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,97
"Pampas",1,1,3,18,30,.0567568,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,98
"Pampas",1,1,3,19,0,0,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,99
"Pampas",1,1,3,19,30,0,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,100
"Pampas",1,1,3,20,0,.0334459,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,101
"Pampas",1,1,3,20,30,.0359797,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,102
"Pampas",1,1,3,21,0,.2528716,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,103
"Pampas",1,1,3,21,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,104
"Pampas",1,1,3,22,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,105
"Pampas",1,1,3,22,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,106
"Pampas",1,1,3,23,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,107
"Pampas",1,1,3,23,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,108
"Pampas",1,1,4,6,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,109
"Pampas",1,1,4,6,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,110
"Pampas",1,1,4,7,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,111
"Pampas",1,1,4,7,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,112
"Pampas",1,1,4,8,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,113
"Pampas",1,1,4,8,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,114
"Pampas",1,1,4,9,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,115
"Pampas",1,1,4,9,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,116
"Pampas",1,1,4,10,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,117
"Pampas",1,1,4,10,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,118
"Pampas",1,1,4,11,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,119
"Pampas",1,1,4,11,30,.5239865,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,120
"Pampas",1,1,4,12,0,.3633446,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,121
"Pampas",1,1,4,12,30,.3694257,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,122
"Pampas",1,1,4,13,0,.4251689,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,123
"Pampas",1,1,4,13,30,.4241554,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,124
"Pampas",1,1,4,14,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,125
"Pampas",1,1,4,14,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,126
"Pampas",1,1,4,15,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,127
"Pampas",1,1,4,15,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,128
"Pampas",1,1,4,16,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,129
"Pampas",1,1,4,16,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,130
"Pampas",1,1,4,17,0,.2695946,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,131
"Pampas",1,1,4,17,30,.2680743,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,132
"Pampas",1,1,4,18,0,.110473,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,133
"Pampas",1,1,4,18,30,.1140203,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,134
"Pampas",1,1,4,19,0,.0648649,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,135
"Pampas",1,1,4,19,30,.0643581,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,136
"Pampas",1,1,4,20,0,.1783784,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,137
"Pampas",1,1,4,20,30,.1829392,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,138
"Pampas",1,1,4,21,0,.414527,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",1,1,139
"Pampas",1,1,4,21,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,140
"Pampas",1,1,4,22,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,141
"Pampas",1,1,4,22,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,142
"Pampas",1,1,4,23,0,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,143
"Pampas",1,1,4,23,30,,"11:30 AM - 2:00 PM & 5:00 - 9:30 PM","Brazil",0,1,144
"Pampas",1,1,5,6,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,145
"Pampas",1,1,5,6,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,146
"Pampas",1,1,5,7,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,147
"Pampas",1,1,5,7,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,148
"Pampas",1,1,5,8,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,149
"Pampas",1,1,5,8,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,150
"Pampas",1,1,5,9,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,151
"Pampas",1,1,5,9,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,152
"Pampas",1,1,5,10,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,153
"Pampas",1,1,5,10,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,154
"Pampas",1,1,5,11,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,155
"Pampas",1,1,5,11,30,.5244932,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,156
"Pampas",1,1,5,12,0,.3304054,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,157
"Pampas",1,1,5,12,30,.3329392,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,158
"Pampas",1,1,5,13,0,.3283784,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,159
"Pampas",1,1,5,13,30,.3228041,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,160
"Pampas",1,1,5,14,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,161
"Pampas",1,1,5,14,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,162
"Pampas",1,1,5,15,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,163
"Pampas",1,1,5,15,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,164
"Pampas",1,1,5,16,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,165
"Pampas",1,1,5,16,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,166
"Pampas",1,1,5,17,0,.3268581,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,167
"Pampas",1,1,5,17,30,.3222973,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,168
"Pampas",1,1,5,18,0,.1510135,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,169
"Pampas",1,1,5,18,30,.147973,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,170
"Pampas",1,1,5,19,0,0,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,171
"Pampas",1,1,5,19,30,0,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,172
"Pampas",1,1,5,20,0,0,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,173
"Pampas",1,1,5,20,30,0,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,174
"Pampas",1,1,5,21,0,.0988175,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,175
"Pampas",1,1,5,21,30,.0952703,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,176
"Pampas",1,1,5,22,0,.2929054,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",1,1,177
"Pampas",1,1,5,22,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,178
"Pampas",1,1,5,23,0,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,179
"Pampas",1,1,5,23,30,,"11:30 AM - 2:00 PM & 5:00 - 10:30 PM","Brazil",0,1,180
"Pampas",1,1,6,6,0,,"5:00 - 10:30 PM","Brazil",0,1,181
"Pampas",1,1,6,6,30,,"5:00 - 10:30 PM","Brazil",0,1,182
"Pampas",1,1,6,7,0,,"5:00 - 10:30 PM","Brazil",0,1,183
"Pampas",1,1,6,7,30,,"5:00 - 10:30 PM","Brazil",0,1,184
"Pampas",1,1,6,8,0,,"5:00 - 10:30 PM","Brazil",0,1,185
"Pampas",1,1,6,8,30,,"5:00 - 10:30 PM","Brazil",0,1,186
"Pampas",1,1,6,9,0,,"5:00 - 10:30 PM","Brazil",0,1,187
"Pampas",1,1,6,9,30,,"5:00 - 10:30 PM","Brazil",0,1,188
"Pampas",1,1,6,10,0,,"5:00 - 10:30 PM","Brazil",0,1,189
"Pampas",1,1,6,10,30,,"5:00 - 10:30 PM","Brazil",0,1,190
"Pampas",1,1,6,11,0,,"5:00 - 10:30 PM","Brazil",0,1,191
"Pampas",1,1,6,11,30,,"5:00 - 10:30 PM","Brazil",0,1,192
"Pampas",1,1,6,12,0,,"5:00 - 10:30 PM","Brazil",0,1,193
"Pampas",1,1,6,12,30,,"5:00 - 10:30 PM","Brazil",0,1,194
"Pampas",1,1,6,13,0,,"5:00 - 10:30 PM","Brazil",0,1,195
"Pampas",1,1,6,13,30,,"5:00 - 10:30 PM","Brazil",0,1,196
"Pampas",1,1,6,14,0,,"5:00 - 10:30 PM","Brazil",0,1,197
"Pampas",1,1,6,14,30,,"5:00 - 10:30 PM","Brazil",0,1,198
"Pampas",1,1,6,15,0,,"5:00 - 10:30 PM","Brazil",0,1,199
"Pampas",1,1,6,15,30,,"5:00 - 10:30 PM","Brazil",0,1,200
"Pampas",1,1,6,16,0,,"5:00 - 10:30 PM","Brazil",0,1,201
"Pampas",1,1,6,16,30,,"5:00 - 10:30 PM","Brazil",0,1,202
"Pampas",1,1,6,17,0,.3516892,"5:00 - 10:30 PM","Brazil",1,1,203
"Pampas",1,1,6,17,30,.3577703,"5:00 - 10:30 PM","Brazil",1,1,204
"Pampas",1,1,6,18,0,.1423987,"5:00 - 10:30 PM","Brazil",1,1,205
"Pampas",1,1,6,18,30,.1429054,"5:00 - 10:30 PM","Brazil",1,1,206
"Pampas",1,1,6,19,0,0,"5:00 - 10:30 PM","Brazil",1,1,207
"Pampas",1,1,6,19,30,0,"5:00 - 10:30 PM","Brazil",1,1,208
"Pampas",1,1,6,20,0,0,"5:00 - 10:30 PM","Brazil",1,1,209
"Pampas",1,1,6,20,30,0,"5:00 - 10:30 PM","Brazil",1,1,210
"Pampas",1,1,6,21,0,.1469595,"5:00 - 10:30 PM","Brazil",1,1,211
"Pampas",1,1,6,21,30,.1464527,"5:00 - 10:30 PM","Brazil",1,1,212
"Pampas",1,1,6,22,0,.3557432,"5:00 - 10:30 PM","Brazil",1,1,213
"Pampas",1,1,6,22,30,,"5:00 - 10:30 PM","Brazil",0,1,214
"Pampas",1,1,6,23,0,,"5:00 - 10:30 PM","Brazil",0,1,215
"Pampas",1,1,6,23,30,,"5:00 - 10:30 PM","Brazil",0,1,216
"Pampas",1,1,7,6,0,,"5:00 - 9:00 PM","Brazil",0,1,217
"Pampas",1,1,7,6,30,,"5:00 - 9:00 PM","Brazil",0,1,218
"Pampas",1,1,7,7,0,,"5:00 - 9:00 PM","Brazil",0,1,219
"Pampas",1,1,7,7,30,,"5:00 - 9:00 PM","Brazil",0,1,220
"Pampas",1,1,7,8,0,,"5:00 - 9:00 PM","Brazil",0,1,221
"Pampas",1,1,7,8,30,,"5:00 - 9:00 PM","Brazil",0,1,222
"Pampas",1,1,7,9,0,,"5:00 - 9:00 PM","Brazil",0,1,223
"Pampas",1,1,7,9,30,,"5:00 - 9:00 PM","Brazil",0,1,224
"Pampas",1,1,7,10,0,,"5:00 - 9:00 PM","Brazil",0,1,225
"Pampas",1,1,7,10,30,,"5:00 - 9:00 PM","Brazil",0,1,226
"Pampas",1,1,7,11,0,,"5:00 - 9:00 PM","Brazil",0,1,227
"Pampas",1,1,7,11,30,,"5:00 - 9:00 PM","Brazil",0,1,228
"Pampas",1,1,7,12,0,,"5:00 - 9:00 PM","Brazil",0,1,229
"Pampas",1,1,7,12,30,,"5:00 - 9:00 PM","Brazil",0,1,230
"Pampas",1,1,7,13,0,,"5:00 - 9:00 PM","Brazil",0,1,231
"Pampas",1,1,7,13,30,,"5:00 - 9:00 PM","Brazil",0,1,232
"Pampas",1,1,7,14,0,,"5:00 - 9:00 PM","Brazil",0,1,233
"Pampas",1,1,7,14,30,,"5:00 - 9:00 PM","Brazil",0,1,234
"Pampas",1,1,7,15,0,,"5:00 - 9:00 PM","Brazil",0,1,235
"Pampas",1,1,7,15,30,,"5:00 - 9:00 PM","Brazil",0,1,236
"Pampas",1,1,7,16,0,,"5:00 - 9:00 PM","Brazil",0,1,237
"Pampas",1,1,7,16,30,,"5:00 - 9:00 PM","Brazil",0,1,238
"Pampas",1,1,7,17,0,.3253379,"5:00 - 9:00 PM","Brazil",1,1,239
"Pampas",1,1,7,17,30,.3314189,"5:00 - 9:00 PM","Brazil",1,1,240
"Pampas",1,1,7,18,0,.1641892,"5:00 - 9:00 PM","Brazil",1,1,241
"Pampas",1,1,7,18,30,.16875,"5:00 - 9:00 PM","Brazil",1,1,242
"Pampas",1,1,7,19,0,.0993243,"5:00 - 9:00 PM","Brazil",1,1,243
"Pampas",1,1,7,19,30,.0967906,"5:00 - 9:00 PM","Brazil",1,1,244
"Pampas",1,1,7,20,0,.1966216,"5:00 - 9:00 PM","Brazil",1,1,245
"Pampas",1,1,7,20,30,.1986487,"5:00 - 9:00 PM","Brazil",1,1,246
"Pampas",1,1,7,21,0,,"5:00 - 9:00 PM","Brazil",0,1,247
"Pampas",1,1,7,21,30,,"5:00 - 9:00 PM","Brazil",0,1,248
"Pampas",1,1,7,22,0,,"5:00 - 9:00 PM","Brazil",0,1,249
"Pampas",1,1,7,22,30,,"5:00 - 9:00 PM","Brazil",0,1,250
"Pampas",1,1,7,23,0,,"5:00 - 9:00 PM","Brazil",0,1,251
"Pampas",1,1,7,23,30,,"5:00 - 9:00 PM","Brazil",0,1,252
"Opa",1,2,1,6,0,,"11:00 AM - 10:00 PM","Greek-American",0,1,253
"Opa",1,2,1,6,30,,"11:00 AM - 10:00 PM","Greek-American",0,1,254
